xml:id,wikidata,name_alias,forename,surname,birth_date,birth_place,death_date,death_place,type,role,commentaire,validation,compte,birth_place_qid,death_place_qid
AeliusAristide,https://www.wikidata.org/wiki/Q354431,,Aelius,Aristide,0117-11-26,Q1567560,189,,auteur(e) de textes,écrivain et rhéteur grec de l'Antiquité,,4,1,Q1567560,
Saulaces,https://www.wikidata.org/wiki/Q15802758,,,Saulacès,-300,,-190,,personnage politique,roi de Colchide,,4,1,,
FrancoisBunel,http://www.wikidata.org/entity/Q5493203,François Brunel le Jeune,François,Brunel,1552,Blois,1599,,"artiste,peintre",peintre français,,4,1,Q160927,
JeanBaptisteDeBrouchoven,https://www.wikidata.org/wiki/Q1985418,,Jean-Baptiste de,Brouchoven,1621,Q12460,1691-11-13,Toulouse,personnage politique,politicien belge,,4,1,Q12460,Q7880
Guariento,http://www.wikidata.org/entity/Q1391765,Guariento di Arpo,,Guariento,1310,Q34317,1370,Padoue,"artiste,peintre",peintre italien,,4,1,Q34317,Q617
LouisDArpajon,https://www.wikidata.org/wiki/Q1872093,,Louis d',Arpajon,1590,,1679-04,Q753077,militaire,général français,,4,1,,Q753077
SegniaAntignano,,,,,,,,,,peintre,,2,1,,
AbelServien,https://www.wikidata.org/wiki/Q318496,,Abel,Servien,1593-11-01,Q582635,1659-02-17,Meudon,personnage politique,homme d'État et diplomate français,,4,1,Q582635,Q234735
GeorgesDArmagnac,https://www.wikidata.org/wiki/Q1772423,,Georges d',Armagnac,1501,Q191085,1585-07-10,Avignon,personnage du clergé,cardinal et diplomate français,,4,1,Q191085,Q6397
PytheosdePriene,https://www.wikidata.org/wiki/Q1243502,Pithio,,Pitide,-350,Q142819,-400,,"artiste,architecte",architecte grec de l'Antiquité,,4,1,Q142819,
LouisIIBourdonConde,https://www.wikidata.org/wiki/Q310837,Grand Condé,Louis II de,Bourdon-Condé,1621-09-08,Paris,1686-12-11,Fontainebleau,personnage politique,prince de sang royal français - personnalité politique (1621-1686),,4,1,Q90,Q182872
AdriaenBrouwer,http://www.wikidata.org/entity/Q364139,,Adriaen,Brouwer,1605,Oudenaarde,1638-01,Anvers,"artiste,peintre",peintre flamand (1605-1638),,4,1,Q12992,Q12892
SainteMarguerite,https://www.wikidata.org/wiki/Q297742,,Marguerite d',Antioche,292,Q579468,307,Q579468,saint(e),martyre et sainte chrétienne,,4,1,Q579468,Q579468
LiberalBruand,http://www.wikidata.org/entity/Q3090458,,Libéral,Bruand,1636,Paris,1697-11-22,Paris,"artiste,architecte",architecte français,,4,1,Q90,Q90
DenisSauvage,https://www.wikidata.org/wiki/Q3022925,,Denis,Sauvage,1520,,1587,,auteur(e) de textes,traducteur français,,4,1,,
HonoreIII,https://www.wikidata.org/wiki/Q160182,Honoré III,Cencio,Savelli,1148,Rome,1227-03-18,Rome,pape,pape de l’Église catholique de 1216 à 1227,,4,1,Q220,Q220
Antiochos,https://www.wikidata.org/wiki/Q579596,père de Séleucos Ier,,Antiochos,-400,Q183431,-400,,"personnage politique,militaire",père de Séleucos Ier,,4,1,Q183431,
JacobISavery,http://www.wikidata.org/entity/Q658943,Jacob Savery l'Ancien,Jacob,Savery,1560,Courtrai,1603,Amsterdam,"artiste,peintre",peintre flamand (1566-1603),,4,1,Q12995,Q727
Aristophane,https://www.wikidata.org/wiki/Q43353,,,Aristophane,-445,Athenes,-385,Athenes,auteur(e) de textes,dramaturge grec antique,,4,1,Q844930,Q844930
SainteVeronique,https://www.wikidata.org/wiki/Q196653,"La ""pia donna""",,Sainte Véronique,1,Q2484244,1,Q478237,saint(e),sainte,,4,1,Q2484244,Q478237
AlessoBaldovinetti,http://www.wikidata.org/entity/Q472073,,Alesso,Baldovinetti,1425-10-14,Florence,1499-08-29,Florence,"artiste,peintre",peintre italien,,4,1,Q2044,Q2044
AgostinoRamelli,http://www.wikidata.org/entity/Q395696,,Agostino,Ramelli,1531,Q68203,1600,Paris,ingénieur,ingénieur,,4,1,Q68203,Q90
ClementeBirago,,,,,,,,,,graveur,,2,1,,
CorneilleDeBie,,,,,,,,,,auteur,,2,1,,
LorenzoDiBicci,http://www.wikidata.org/entity/Q856749,,Lorenzo di,Bicci,1373,Florence,1452,Florence,"artiste,peintre",peintre italien,,4,1,Q2044,Q2044
JacopoBertoia,http://www.wikidata.org/entity/Q1643157,Il Bertoia,Jacopo,Zanguidi,1544-07-25,Parme,1574-09-07,Parme,"artiste,peintre",peintre italien,,4,1,Q2683,Q2683
GiovanniBattistaRamenghi,http://www.wikidata.org/entity/Q5880111,Giovanni Battista Ramenghi le Jeune,Giovanni Battista,Ramenghi,1521,Q52957,1601-11-09,Bologne,"artiste,peintre",peintre italien (1521-1601),,4,1,Q52957,Q1891
GiovanBattistaBertani,http://www.wikidata.org/entity/Q3766052,,Giovan Battista,Bertani,1516,Mantoue,1576-04-02,Mantoue,"artiste,architecte",architecte italien,,4,1,Q6247,Q6247
GuillaumeRondelet,https://www.wikidata.org/wiki/Q960658,,Guillaume,Rondelet,1507-09-27,Montpellier,1566-07-30,Q1356682,"auteur(e) de textes,médecin",médecin et naturaliste français,,4,1,Q6441,Q1356682
NicoloRondinelli,,,,,,,,,,"artist, painter",,2,1,,
ValentinumBoltzen,,,Valentinum,Boltzen Von Rufach,,,,,,,,2,1,,
PierreDeRonsard,http://www.wikidata.org/entity/Q49752,,Pierre de,Ronsard,1524-09-11,Q2242004,1585-12-27,Q661814,auteur(e) de textes,poète français,,4,1,Q2242004,Q661814
GiovanniFrancescoRomanelli,http://www.wikidata.org/entity/Q2983846,,Giovanni Francesco,Romanelli,1610,Q13395,1662-11-08,Q13395,"artiste,peintre",peintre italien (1610-1662),,4,1,Q13395,Q13395
LattanzioRagnoni,https://www.wikidata.org/wiki/Q3827553,,Lattanzio,Ragnoni,1509-03-10,Sienne,1559-02-16,Q71,personnage politique,politicien italien,,4,1,Q2751,Q71
SalvatorRosa,http://www.wikidata.org/entity/Q359421,,Salvator,Rosa,1615-06-20,Naples,1673-03-15,Rome,"artiste,peintre,graveur(euse)","peintre, dessinateur et graveur italien (1615 - 1673)",,4,1,Q2634,Q220
JeanRacine,,,,,,,,,,auteur,,2,1,,
CostanzaSforza,https://www.wikidata.org/wiki/Q3695632,,Costanza,Sforza di Santa Fiora,1558-09,,1617-01-22,Q117382,personnage politique,duchesse italienne,,4,1,,Q117382
OnofrioBoni,https://www.wikidata.org/wiki/Q28571871,,Onofrio,Boni,1739-11-07,Cortone,1818-04-11,,auteur(e) de textes,auteur italien,,4,1,Q52080,
GinevraBenci,https://www.wikidata.org/wiki/Q3494135,GinevraDAmerigoBenci,Ginevra,Benci,1457,Florence,1490,,"personnage politique,muse","aristocrate du 15ème siècle de Florence, dont Léonard de Vinci a peint le portrait",,4,1,Q2044,
FrancoisDeBonneDeCrequi,https://www.wikidata.org/wiki/Q3086124,,François de,Bonne-de-Crequi,1596,,1677-01-01,,personnage politique,"pair de France, gouverneur et Lieutenant général pour le roi",,4,1,,
VittoreBelliniano,http://www.wikidata.org/entity/Q4015179,,Vittore,Belliniano,1456,,1529,Venise,"artiste,peintre",peintre italien,,4,1,,Q641
JanRost,,,,,,,,,,"artist, tapestry weavers, weavers",,2,1,,
AntoineDeRatabon,https://www.wikidata.org/wiki/Q2856920,,Antoine de,Ratabon,1617,Montpellier,1670-03-12,Paris,personnage politique,surintendant général des bâtiments du roi Louis XIV,,4,1,Q6441,Q90
SainteBrigitteDeSuede,https://www.wikidata.org/wiki/Q204996,Sainte Brigitte,Brigitte,Birgersdotter,1303,Q2012977,1373-07-23,Rome,saint(e),"sainte catholique, mère de famille et fondatrice de monastère, XIVe s.",,4,1,Q2012977,Q220
SilvioBelli,https://www.wikidata.org/wiki/Q18945788,,Silvio,Belli,1510,Vicence,1579,Ferrare,"mathématicien,ingénieur",mathématicien et ingénieur italien,,4,1,Q6537,Q13362
EtienneRendu,http://www.wikidata.org/entity/Q41270999,,Étienne,Rendu,1610,,1670,Paris,"artiste,peintre",peintre français,,4,1,,Q90
BoccaccioBoccaccino,http://www.wikidata.org/entity/Q721349,,Boccaccio,Boccaccino,1466-08-22,Ferrare,1525,Cremone,"artiste,peintre",peintre italien,,4,1,Q13362,Q6231
FerdinandBol,http://www.wikidata.org/entity/Q374039,,Ferdinand,Bol,1616-06-24,Dordrecht,1680-07-24,Amsterdam,"artiste,peintre,graveur(euse)",peintre et graveur néerlandais (1616-1680),,4,1,Q26421,Q727
LancelotBlondeel,http://www.wikidata.org/entity/Q2125116,,Lancelot,Blondeel,1498,Q499588,1561-03-04,Bruges,"artiste,peintre",peintre flamand,,4,1,Q499588,Q12994
Rhampsinit,https://www.wikidata.org/wiki/Q1604113,,,Rhampsinit,,,,,personnage mythologique,roi légendaire d’Égypte antique,,4,1,,
Rhadamanthe,https://www.wikidata.org/wiki/Q193609,,,Rhadamanthe,,,,,personnage mythologique,personnage de la mythologie grecque,,4,1,,
AlamannoRinuccini,https://www.wikidata.org/wiki/Q4394728,,Alamanno,Rinuccini,1426,Florence,1504,Florence,"personnage politique,auteur(e) de textes",humaniste italien de la seconde moitié du XVe siècle,,4,1,Q2044,Q2044
IsabelleDeRequesens,https://www.wikidata.org/wiki/Q11926873,,Isabelle de,Requesens,1468,,1535-03-05,Naples,personnage politique,épouse de Raimond de Cardona,,4,1,,Q2634
JacopoRipanda,http://www.wikidata.org/entity/Q3157648,,Jacopo,Ripanda,1401,Bologne,1516,Rome,"artiste,peintre",peintre italien,,4,1,Q1891,Q220
CornelisIIBloemaert,http://www.wikidata.org/entity/Q518767,Cornelis Bloemaert le Jeune,Cornelis,Bloemaert,1603,Utrecht,1692-09-28,Rome,"artiste,peintre,graveur(euse)",peintre et graveur néerlandais (1603–1692),,4,1,Q803,Q220
NicolasBollery,http://www.wikidata.org/entity/Q3340069,,Nicolas,Bollery,1560,Paris,1630-04-18,Paris,"artiste,peintre",peintre français,,4,1,Q90,Q90
MarieDeRohan,https://www.wikidata.org/wiki/Q438615,Duchesse de Chevreuse,Marie de,Rohan,1600-12,Paris,1679-08-12,Q179821,personnage politique,aristocrate française,,4,1,Q90,Q179821
RobertRivaudeau,,,Robert,Rivaudeau,,,,,,,,2,1,,
LucaDellaRobbia,http://www.wikidata.org/entity/Q194977,,Luca della,Robbia,1399-07,Florence,1482-02-10,Florence,"artiste,sculpteur",sculpteur italien (1399-1482),,4,1,Q2044,Q2044
RobertII,https://www.wikidata.org/wiki/Q178918,Robert II le Pieux,,Robert II,0972-03-27,Orleans,1031-07-20,Melun,personnage politique,roi des Francs de 996 à 1031,,4,1,Q6548,Q41139
Remma,,,,Remma,,,,,,,,2,1,,
FrancescoDomenicoBisagno,,,Francesco Domenico,Bisagno,,,,,,,,2,1,,
PierreLouisReichDePennautier,https://www.wikidata.org/wiki/Q3386016,,Pierre Louis,Reich de Pennautier,1637,Q1083982,1711-08-02,Montpellier,personnage politique,financier et homme d'affaires français (1635-1711),,4,1,Q1083982,Q6441
BattistaRobusti,,,Battista,Robusti,,,,,,,,2,1,,
RaffaeleRegio,https://www.wikidata.org/wiki/Q7294005,,Raphael,Regius,1450,Q16137,1520,Venise,auteur(e) de textes,humaniste vénitien,,4,1,Q16137,Q641
AlchidiaRodio,,,Alchidia,Rodio,,,,,,,,2,1,,
NicolosiaBellini,https://www.wikidata.org/wiki/Q18507304,,Nicolosia,Bellini,1453,Venise,1460,Mantoue,"muse,personnage historique","fille de Iacopo Bellini, épouse de Mantegna",,4,1,Q641,Q6247
JehanBellegambe,http://www.wikidata.org/entity/Q932136,Le Maître des Couleurs,Jehan,Bellegambe,1470,Q193826,1534,Q193826,"artiste,peintre",peintre français,,4,1,Q193826,Q193826
ArmandDeBourbonConti,https://www.wikidata.org/wiki/Q465844,,Armand de,Bourbon-Conti,1629-10-11,Paris,1666-02-26,Q633811,personnage politique,"prince français, dernier des trois enfants d'Henri II de Bourbon, prince de Condé (1629-1666)",,4,1,Q90,Q633811
AntonioBarberini,https://www.wikidata.org/wiki/Q599744,,Antonio,Barberini,1607-08-05,Rome,1671-08-03,Q243101,personnage du clergé,cardinal italien (1607-1671),,4,1,Q220,Q243101
Pytis,,,,Pytis,,,,,,,,2,1,,
Barnaba,,,,Barnaba,,,,,,,,2,1,,
Pytheas,https://www.wikidata.org/wiki/Q189971,Pithius,,Pytheas,-359,Q2566850,-289,,"auteur(e) de textes,personnage historique",explorateur grec massaliote,,4,1,Q2566850,
AntipaterDeBostra,https://www.wikidata.org/wiki/Q2696411,Antipater de Bostra,Antipater de,Bostra,410,Q272680,450,,personnage du clergé,évêque de Bostra,,4,1,Q272680,
GiovanniBarile,http://www.wikidata.org/entity/Q21899339,,Giovanni,Barile,,,1529,,"artiste,graveur(euse)",graveur et décorateur,,4,1,,
SaintGall,,San Gallo,,Saint Gall,,,,,saint(e),,,2,1,,
Pyrgotele,https://www.wikidata.org/wiki/Q1243453,,,Pyrgotèle,,,,,"artiste,graveur(euse)",glypticien antique,,4,1,,
LouisBoucherat,https://www.wikidata.org/wiki/Q3261319,,Louis,Boucherat,1616-08-26,Paris,1699-09-02,Paris,personnage politique,chancelier de France,,4,1,Q90,Q90
LouisBarbierDeLaRiviere,https://www.wikidata.org/wiki/Q3261176,,Louis,Barbier de La Rivière,1593,Q1336171,1670,Paris,personnage du clergé,"prélat français, évêque de Langres ",,4,1,Q1336171,Q90
FrancoisDuPuy,https://www.wikidata.org/wiki/Q65146534,,François du,Puy,1450,Q1116312,1521-09-15,Q180709,"personnage du clergé,auteur(e) de textes","juriste, chanoine, ecclésiastique, et humaniste français de la fin du Moyen Âge",,4,1,Q1116312,Q180709
CesareBaronio,https://www.wikidata.org/wiki/Q317900,Baronius,Cesare,Baronio,1538-10,Q117382,1607-06-30,Rome,personnage du clergé,cardinal de l'Église catholique romaine,,4,1,Q117382,Q220
AchilleBocchi,https://www.wikidata.org/wiki/Q3604350,,Achille,Bocchi,1488,Bologne,1562-11-06,Bologne,auteur(e) de textes,humaniste et écrivain italien,,4,1,Q1891,Q1891
AndreaSalaino,http://www.wikidata.org/entity/Q954126,Andrea Salaino,Gian Giacomo,Caprotti,1480,Q16585087,1524-01-19,Milan,"artiste,peintre",peintre italien,,4,1,Q16585087,Q490
HermolaoBarbaro,https://www.wikidata.org/wiki/Q1236821,,Hermolao,Barbaro,1453-05-21,Venise,1493-06-14,Rome,personnage politique,diplomate italien,,4,1,Q641,Q220
EgidioPusterla,,,Egidio,Pusterla,,,,,,,,2,1,,
PierreBoucle,http://www.wikidata.org/entity/Q10349690,,Pierre,Boucle,1610,Anvers,1673,Paris,"artiste,peintre",peintre flamand,,4,1,Q12892,Q90
PierrePuget,http://www.wikidata.org/entity/Q371979,,Pierre,Puget,1620-10-16,Marseille,1694-12-02,Marseille,"artiste,peintre,architecte,sculpteur","architecte, sculpteur et peintre français",,4,1,Q23482,Q23482
AntonMariaSalvini,https://www.wikidata.org/wiki/Q349065,,Anton Maria,Salvini,1653-01-12,Florence,1729-05-17,Florence,auteur(e) de textes,écrivain italien (1653-1729),,4,1,Q2044,Q2044
LorenzoPucci,https://www.wikidata.org/wiki/Q745434,,Lorenzo,Pucci,1458-08-18,Florence,1531-09-16,Rome,personnage du clergé,prélat catholique,,4,1,Q2044,Q220
GiovanniBandini,http://www.wikidata.org/entity/Q3766522,Giovanni dell'Opera,Giovanni,Bandini,1540,Florence,1599-04-18,Florence,"artiste,sculpteur",sculpteur italien,,4,1,Q2044,Q2044
SaintCrisant,,San Grisante (hypothèse),,Saint Crisant,,,,,saint(e),,,2,1,,
AndreaBoscoli,http://www.wikidata.org/entity/Q1056313,,Andrea,Boscoli,1560,Florence,1608-08-25,Rome,"artiste,peintre",peintre italien,,4,1,Q2044,Q220
GiovanniBattistaRozza,,,Giovanni Battista,Rozza,,,,,,,,2,1,,
AntigoneleBorgne,https://www.wikidata.org/wiki/Q55038392,,Antigone le,Borgne,,,,,personnage politique,roi d'Asie,,4,1,,
FrancescoBonsignori,http://www.wikidata.org/entity/Q2524101,,Francesco,Bonsignori,1460,Verone,1519-07-02,Q46625,"artiste,peintre",peintre italien,,4,1,Q2028,Q46625
Belchim,,,,Belchim,,,,,,,,2,1,,
GirolamoBeccaria,,,Girolamo,Beccaria,,,,,,,,2,1,,
LouisBeaubrun,http://www.wikidata.org/entity/Q57243958,,Louis,Beaubrun,1580,Amboise,1627-11-24,Paris,"artiste,peintre",peintre français,,4,1,Q205116,Q90
HenriBeaubrun,http://www.wikidata.org/entity/Q21452901,,Henri,Beaubrun,1603-02-02,Amboise,1677-05-17,Paris,"artiste,peintre",peintre français,,4,1,Q205116,Q90
JacopoDellaQuercia,http://www.wikidata.org/entity/Q314797,,Jacopo della,Quercia,1374,Q952072,1438-10-20,Sienne,"artiste,sculpteur",sculpteur italien du Quattrocento florentin,,4,1,Q952072,Q2751
CharlesBeaubrun,http://www.wikidata.org/entity/Q5075493,,Charles,Beaubrun,1604,Amboise,1692-01-16,Paris,"artiste,peintre",peintre français,,4,1,Q205116,Q90
HuguesDeRudelle,,,Huges de,Rudelle,,,,,,,,2,1,,
FlaviusRufinus,https://www.wikidata.org/wiki/Q363482,,Flavius,Rufinus,335,Q715376,0395-11-27,Constantinople,personnage politique,consul romain en 392,,4,1,Q715376,Q16869
QuintusFabiusMaximusRullianus,https://www.wikidata.org/wiki/Q435352,Quintus Fabius Maximus Rullianus,Quintus Fabius Maximus,Rullianus,-355,Q1747689,-300,Rome,personnage politique,consul romain à cinq reprises,,4,1,Q1747689,Q220
Pelopidas,https://www.wikidata.org/wiki/Q316059,,,Pélopidas,-450,Thebes,-364,Q2334746,militaire,militaire thébain,,4,1,Q11225429,Q2334746
GirolamoRuscelli,https://www.wikidata.org/wiki/Q2903986,Alessio Piemontese,Girolamo,Ruscelli,1504,Q13395,1566,Venise,auteur(e) de textes,écrivain italien,,4,1,Q13395,Q641
Sodoma,http://www.wikidata.org/entity/Q8506,Le Sodoma,Giovanni Antonio,Bazzi,1477,Vercelli,1549-02-14,Sienne,"artiste,peintre",peintre italien,,4,1,Q5990,Q2751
JeromeBaullery,http://www.wikidata.org/entity/Q3190805,,Jérôme,Baullery,1532,Paris,1598,Paris,"artiste,peintre",peintre français,,4,1,Q90,Q90
JeanBaudouin,https://www.wikidata.org/wiki/Q504538,,Jean,Baudouin,1590,Pradelles,1650,Paris,auteur(e) de textes,traducteur et écrivain français (1590-1650),,4,1,Q38380,
LorenzoSabatini,http://www.wikidata.org/entity/Q886785,Lorenzino da Bologna,Lorenzo,Sabatini,1530,Bologne,1576-08-02,Rome,"artiste,peintre",peintre italien,,4,1,Q1891,Q220
GentileBorri,,,Gentile,Borri,,,,,,,,2,1,,
Basiliscus,https://www.wikidata.org/wiki/Q193056,,,Basiliscus,500,Cappadoce,476,Cappadoce,personnage politique,empereur byzantin de 475 à 476,,4,1,Q217265,Q217265
HieronimusBosch,http://www.wikidata.org/entity/Q130531,Jérôme Bosch,Hieronimus van,Aken,1450,BoisLeDuc,1516-08,BoisLeDuc,"artiste,peintre",peintre et dessinateur néerlandais (c. 1450-1516),,4,1,Q2766547,Q2766547
FrancescoBoschi,http://www.wikidata.org/entity/Q3080919,,Francesco,Boschi,1619,Florence,1675-01-16,Florence,"artiste,peintre",peintre italien,,4,1,Q2044,Q2044
EuropaAnguissola,http://www.wikidata.org/entity/Q1375207,,Europa,Anguissola,1600,Cremone,1600,Italie,"artiste,peintre",peintre italienne,,4,1,Q6231,Q38
Hegesias,https://www.wikidata.org/wiki/Q174532,,,Hégésias d'Athènes,-1000-00-00,Q1524,-500,,"artiste,sculpteur",sculpteur antique,,4,1,Q1524,
JacquesAngouleme,http://www.wikidata.org/entity/Q19597256,,Jacques d',Angoulême,1520,,1596,,"artiste,sculpteur",sculpteur français,,4,1,,
FraGiovanniDaVerona,http://www.wikidata.org/entity/Q3749194,Fra Giovanni da Verona,Giovanni da,Verona,1457,Verone,1525-02-10,Verone,"artiste,sculpteur,architecte,peintre","moine olivétain italien, sculpteur, architecte, peintre miniature et menuisier",,4,1,Q2028,Q2028
CesareVecellio,http://www.wikidata.org/entity/Q549400,,Cesare,Vecellio,1521,Cadore,1601-03-02,Venise,"artiste,peintre",peintre italien,,4,1,Q41065,Q641
GiovanniDemio,https://www.wikidata.org/wiki/Q16559911,Giovanni Fratino,Giovanni,Demio,1500,Q47262,1570,Q49280530,"artiste,peintre",peintre italien,,4,1,Q47262,Q49280530
GualtieroPadovano,https://www.wikidata.org/wiki/Q3118716,Gualtiero Padovano,Gualtiero,Dell'Arzere,1510,Padoue,1552,Padoue,"peintre,artiste",peintre italien,,4,1,Q617,Q617
BattistaAgnolo,https://www.wikidata.org/wiki/Q2891762,Battista d'Agnolo,Battista del,Moro,1512,Verone,1573,Venise,"artiste,peintre",peintre italien du XVIe siècle,,4,1,Q2028,Q641
AntonioVeneziano,http://www.wikidata.org/entity/Q2261335,,Antonio,Veneziano,1400,Venise,1400,Florence,"artiste,peintre",peintre italien,,4,1,Q641,Q2044
CaiusFlaminiusNepos,https://www.wikidata.org/wiki/Q318879,,Caius Flaminius,Nepos,,Q1747689,-217-06-22,Q16240,personnage politique,consul romain en 223 et en 217 av. J.-C.,,4,1,Q1747689,Q16240
AttonDeVerceil,https://www.wikidata.org/wiki/Q512544,,Atton de,Verceil,885,,0961-12-31,,personnage du clergé,évêque de Verceil,,4,1,,
NitocrisDeBabylone,https://www.wikidata.org/wiki/Q372441,,Nitocris de,Babylone,-550,,-550,,personnage politique,reine de Babylone,,4,1,,
Geryon,https://www.wikidata.org/wiki/Q86805,,,Géryon,,,,,personnage mythologique,"géant mythologique à trois têtes, trois troncs, et six bras",,4,1,,
AncusMarcius,https://www.wikidata.org/wiki/Q206741,,,Ancus Marcius,-675,,-616,Rome,"personnage politique,personnage mythologique",quatrième roi légendaire de la Rome antique,,4,1,,Q220
Cleonyme,https://www.wikidata.org/wiki/Q930518,,Cléonyme de,Sparte,-340,,-272,,personnage politique,"prince spartiate, fils de Cléomène II",,4,1,,
StefanoDaVerona,http://www.wikidata.org/entity/Q724508,Stefano di Giovanni,Stefano da,Verona,1374,Verone,1451,Verone,"artiste,peintre",peintre vénitien (1374-1451),,4,1,Q2028,Q2028
ZenoneVeronese,http://www.wikidata.org/entity/Q18545599,Zenone Donise,Zenone,Veronese,1484,Verone,1552,Q111705,"artiste,peintre",peintre italien,,4,1,Q2028,Q111705
LippoAndrea,http://www.wikidata.org/entity/Q18627228,,Lippo d',Andrea,1370,Florence,1500,,"artiste,peintre",peintre florentin,,4,1,Q2044,
LuciusAemiliusPaullus,https://www.wikidata.org/wiki/Q456950,Paul Émile,Lucius Aemilius,Paullus,-99,Rome,-100,Milet,personnage politique,consul romain en 50 av. J.-C.,,4,1,Q220,Q169460
AntonioVerrio,http://www.wikidata.org/entity/Q2305594,,Antonio,Verrio,1639,Q13386,1707-06-15,Q205666,"artiste,peintre",peintre italien,,4,1,Q13386,Q205666
